original_image,mask_file,crop_file,x,y,width,height,yolo_confidence,coverage,classifier_confidence,predicted_condition,quality_score
2496306780700920.jpg,2496306780700920_2.png,crops/2496306780700920_2.png,1339,827,97,164,0.886584,0.0040435791015625,0.9997367262840271,good,1.0
2496306780700920.jpg,2496306780700920_3.png,crops/2496306780700920_3.png,1368,624,85,153,0.855525,0.0035429000854492188,0.9995525479316711,good,1.0
2496306780700920.jpg,2496306780700920_4.png,crops/2496306780700920_4.png,1208,1450,139,86,0.851033,0.0027462641398111978,0.999656081199646,good,1.0
2496306780700920.jpg,2496306780700920_5.png,crops/2496306780700920_5.png,1367,411,91,160,0.685675,0.003482182820638021,0.9998202919960022,good,1.0
2496306780700920.jpg,2496306780700920_6.png,crops/2496306780700920_6.png,1271,51,114,146,0.48094,0.0037425359090169272,0.997761607170105,good,1.0
3354293161368051.jpg,3354293161368051_0.png,crops/3354293161368051_0.png,1043,637,161,144,0.95412,0.004975636800130208,0.9995538592338562,good,1.0
3354293161368051.jpg,3354293161368051_1.png,crops/3354293161368051_1.png,1176,375,119,93,0.938342,0.0029414494832356772,0.999553382396698,good,1.0
3354293161368051.jpg,3354293161368051_2.png,crops/3354293161368051_2.png,789,1067,242,243,0.641612,0.01112524668375651,0.997988224029541,good,1.0
3922630671383595.jpg,3922630671383595_0.png,crops/3922630671383595_0.png,1160,0,116,357,0.890274,0.007700284322102864,0.9891788959503174,good,1.0
3922630671383595.jpg,3922630671383595_1.png,crops/3922630671383595_1.png,1277,1228,135,306,0.84241,0.0071493784586588545,0.9634652733802795,good,1.0
3922630671383595.jpg,3922630671383595_2.png,crops/3922630671383595_2.png,1205,882,87,130,0.670394,0.0025342305501302085,0.9983017444610596,good,1.0
3922630671383595.jpg,3922630671383595_3.png,crops/3922630671383595_3.png,1180,748,88,103,0.64304,0.001980463663736979,0.9964273571968079,good,1.0
3922630671383595.jpg,3922630671383595_4.png,crops/3922630671383595_4.png,1236,1054,96,139,0.600337,0.0026636123657226562,0.9954264760017395,good,1.0
3922630671383595.jpg,3922630671383595_5.png,crops/3922630671383595_5.png,1166,614,87,107,0.408957,0.002197265625,0.9981879591941833,good,1.0
3922630671383595.jpg,3922630671383595_6.png,crops/3922630671383595_6.png,1160,389,79,85,0.25794,0.001613299051920573,0.9948327541351318,good,1.0
3978911115731808.jpg,3978911115731808_0.png,crops/3978911115731808_0.png,725,1144,137,109,0.968692,0.00298309326171875,0.9997641444206238,good,1.0
3978911115731808.jpg,3978911115731808_1.png,crops/3978911115731808_1.png,617,1343,135,110,0.941693,0.0029923121134440103,0.9899826645851135,good,1.0
3978911115731808.jpg,3978911115731808_2.png,crops/3978911115731808_2.png,1082,533,147,125,0.932809,0.0035511652628580728,0.9999524354934692,good,1.0
3978911115731808.jpg,3978911115731808_3.png,crops/3978911115731808_3.png,956,741,148,121,0.80689,0.003470738728841146,0.9999816417694092,good,1.0
3978911115731808.jpg,3978911115731808_4.png,crops/3978911115731808_4.png,1202,332,131,128,0.682573,0.0034488042195638022,0.9999064207077026,good,1.0
3978911115731808.jpg,3978911115731808_5.png,crops/3978911115731808_5.png,836,950,139,105,0.474165,0.0028359095255533853,0.999354898929596,good,1.0
3978911115731808.jpg,3978911115731808_6.png,crops/3978911115731808_6.png,1311,0,245,272,0.349734,0.007869720458984375,0.874748945236206,good,1.0
505413682642730.jpg,505413682642730_0.png,crops/505413682642730_0.png,889,388,223,478,0.787861,0.0168304443359375,0.9559159874916077,good,1.0
520613041094468.jpg,520613041094468_0.png,crops/520613041094468_0.png,1058,922,166,156,0.972138,0.005616823832194011,0.996618390083313,good,1.0
520613041094468.jpg,520613041094468_1.png,crops/520613041094468_1.png,1132,1153,201,225,0.953528,0.009036064147949219,0.900826096534729,good,1.0
520613041094468.jpg,520613041094468_2.png,crops/520613041094468_2.png,1020,745,131,121,0.920099,0.003926912943522136,0.9967339038848877,good,1.0
520613041094468.jpg,520613041094468_3.png,crops/520613041094468_3.png,984,610,113,101,0.773824,0.0028479894002278647,0.9991325736045837,good,1.0
525625543934663.jpg,525625543934663_0.png,crops/525625543934663_0.png,966,1430,94,58,0.685845,0.0015951792399088542,0.9973039627075195,good,1.0
525625543934663.jpg,525625543934663_1.png,crops/525625543934663_1.png,966,1430,94,58,0.393263,0.003024419148763021,0.9981124401092529,good,1.0
525625543934663.jpg,525625543934663_2.png,crops/525625543934663_2.png,949,1337,100,50,0.31161,0.0014362335205078125,0.9985277652740479,good,1.0
530051250157826.jpg,530051250157826_0.png,crops/530051250157826_0.png,566,475,163,149,0.954903,0.007153828938802083,0.9989355206489563,good,1.0
530051250157826.jpg,530051250157826_1.png,crops/530051250157826_1.png,643,75,149,96,0.834229,0.0034090677897135415,0.9945333003997803,good,1.0
530051250157826.jpg,530051250157826_2.png,crops/530051250157826_2.png,593,254,149,116,0.510128,0.0048084259033203125,0.9976356029510498,good,1.0
530051250157826.jpg,530051250157826_3.png,crops/530051250157826_3.png,1966,409,82,87,0.319402,0.001182874043782552,0.9955835938453674,good,1.0
543994898304972.jpg,543994898304972_0.png,crops/543994898304972_0.png,1107,0,132,91,0.897346,0.0035028457641601562,0.9481222033500671,good,1.0
543994898304972.jpg,543994898304972_1.png,crops/543994898304972_1.png,1055,260,199,204,0.872484,0.009813944498697916,0.995660126209259,good,1.0
550018368109528.jpg,550018368109528_0.png,crops/550018368109528_0.png,984,569,106,72,0.951083,0.0021381378173828125,0.9985085129737854,good,1.0
550018368109528.jpg,550018368109528_1.png,crops/550018368109528_1.png,955,821,119,93,0.943272,0.0032612482706705728,0.9979520440101624,good,1.0
550018368109528.jpg,550018368109528_2.png,crops/550018368109528_2.png,1031,379,90,54,0.882121,0.001365343729654948,0.9997479319572449,good,1.0
550018368109528.jpg,550018368109528_3.png,crops/550018368109528_3.png,893,1246,173,289,0.450428,0.013428052266438803,0.8949338793754578,good,1.0
589296380806427.jpg,589296380806427_0.png,crops/589296380806427_0.png,849,1412,141,98,0.969927,0.00357818603515625,0.9507902264595032,good,1.0
589296380806427.jpg,589296380806427_1.png,crops/589296380806427_1.png,905,1170,128,87,0.903043,0.0030247370402018228,0.997759222984314,good,1.0
589296380806427.jpg,589296380806427_2.png,crops/589296380806427_2.png,953,959,123,74,0.878904,0.002522150675455729,0.9996949434280396,good,1.0
589296380806427.jpg,589296380806427_3.png,crops/589296380806427_3.png,995,768,117,76,0.826705,0.0024429957071940103,0.9980512857437134,good,1.0
589296380806427.jpg,589296380806427_4.png,crops/589296380806427_4.png,1037,595,122,68,0.457587,0.0022694269816080728,0.9964531660079956,good,1.0
595024163570235.jpg,595024163570235_0.png,crops/595024163570235_0.png,1057,1010,102,117,0.933757,0.0033000310262044272,0.9957605004310608,good,1.0
595024163570235.jpg,595024163570235_1.png,crops/595024163570235_1.png,1094,817,97,102,0.928183,0.0026302337646484375,0.9996492862701416,good,1.0
595024163570235.jpg,595024163570235_2.png,crops/595024163570235_2.png,1180,430,72,56,0.867807,0.0010732014973958333,0.9994723200798035,good,1.0
595024163570235.jpg,595024163570235_3.png,crops/595024163570235_3.png,1000,1244,128,158,0.819211,0.004988034566243489,0.9087469577789307,good,1.0
595024163570235.jpg,595024163570235_4.png,crops/595024163570235_4.png,1148,531,80,76,0.535631,0.0016088485717773438,0.9998624324798584,good,1.0
595024163570235.jpg,595024163570235_5.png,crops/595024163570235_5.png,1149,531,79,75,0.421686,0.0015859603881835938,0.9995273351669312,good,1.0
595024163570235.jpg,595024163570235_6.png,crops/595024163570235_6.png,1123,664,90,81,0.299153,0.0019178390502929688,0.9989691972732544,good,1.0
628917239964232.jpg,628917239964232_0.png,crops/628917239964232_0.png,886,692,115,116,0.952486,0.0035352706909179688,0.9995293617248535,good,1.0
628917239964232.jpg,628917239964232_1.png,crops/628917239964232_1.png,906,1164,154,197,0.948746,0.007883071899414062,0.9972487092018127,good,1.0
632172256250100.jpg,632172256250100_0.png,crops/632172256250100_0.png,962,730,146,155,0.681593,0.00569915771484375,0.9936395287513733,good,1.0
632634232910945.jpg,632634232910945_0.png,crops/632634232910945_0.png,903,605,132,103,0.873887,0.0033696492513020835,0.9996849298477173,good,1.0
632634232910945.jpg,632634232910945_1.png,crops/632634232910945_1.png,754,886,176,140,0.870275,0.005605061848958333,0.9991713762283325,good,1.0
632634232910945.jpg,632634232910945_2.png,crops/632634232910945_2.png,1579,0,175,66,0.805199,0.0031604766845703125,0.9798705577850342,good,1.0
632634232910945.jpg,632634232910945_3.png,crops/632634232910945_3.png,1103,35,97,144,0.525699,0.0030078887939453125,0.9999662637710571,good,1.0
632634232910945.jpg,632634232910945_4.png,crops/632634232910945_4.png,506,1322,248,212,0.319762,0.010444959004720053,0.9960689544677734,good,1.0
636453216032807.jpg,636453216032807_0.png,crops/636453216032807_0.png,1036,467,101,153,0.92816,0.004303296407063802,0.9986922144889832,good,1.0
636453216032807.jpg,636453216032807_1.png,crops/636453216032807_1.png,1003,768,122,204,0.922602,0.0068162282307942705,0.9783747792243958,good,1.0
636453216032807.jpg,636453216032807_2.png,crops/636453216032807_2.png,950,1197,154,318,0.63063,0.012938817342122396,0.9628968238830566,damaged,0.5
642712845392560.jpg,642712845392560_0.png,crops/642712845392560_0.png,923,665,139,153,0.656355,0.005414009094238281,0.9979524612426758,good,1.0
643201105155359.jpg,643201105155359_0.png,crops/643201105155359_0.png,1119,822,152,97,0.94324,0.0042107899983723955,0.9627710580825806,good,1.0
643201105155359.jpg,643201105155359_1.png,crops/643201105155359_1.png,1089,1002,157,129,0.883545,0.005984942118326823,0.9488833546638489,good,1.0
643201105155359.jpg,643201105155359_2.png,crops/643201105155359_2.png,1153,634,138,84,0.809375,0.0032634735107421875,0.9922776222229004,good,1.0
643201105155359.jpg,643201105155359_3.png,crops/643201105155359_3.png,1047,1239,188,145,0.708788,0.007520039876302083,0.6122057437896729,good,1.0
643223928572701.jpg,643223928572701_0.png,crops/643223928572701_0.png,894,663,148,89,0.969108,0.0038201014200846353,0.9991081357002258,good,1.0
643223928572701.jpg,643223928572701_1.png,crops/643223928572701_1.png,931,270,99,44,0.362436,0.0012222925821940105,0.9985389709472656,good,1.0
643223928572701.jpg,643223928572701_2.png,crops/643223928572701_2.png,854,1047,194,157,0.342332,0.008635838826497396,0.9468599557876587,good,1.0
643223928572701.jpg,643223928572701_3.png,crops/643223928572701_3.png,932,163,88,38,0.265716,0.0009339650472005209,0.9983322024345398,good,1.0
643733935237841.jpg,643733935237841_0.png,crops/643733935237841_0.png,1157,768,122,313,0.967601,0.009346644083658854,0.9953324198722839,good,1.0
643733935237841.jpg,643733935237841_1.png,crops/643733935237841_1.png,1181,37,78,128,0.916549,0.0026890436808268228,0.9998569488525391,good,1.0
643733935237841.jpg,643733935237841_2.png,crops/643733935237841_2.png,1165,448,96,219,0.915861,0.005761146545410156,0.9985673427581787,good,1.0
643733935237841.jpg,643733935237841_3.png,crops/643733935237841_3.png,1152,1247,120,287,0.623682,0.010188102722167969,0.5230347514152527,good,1.0
643733935237841.jpg,643733935237841_4.png,crops/643733935237841_4.png,1187,204,82,166,0.576808,0.0039033889770507812,0.9991846680641174,good,1.0
645681721587994.jpg,645681721587994_0.png,crops/645681721587994_0.png,477,147,60,36,0.439721,0.0005830128987630209,0.9976779818534851,good,1.0
654771557479045.jpg,654771557479045_0.png,crops/654771557479045_0.png,1288,929,125,130,0.975269,0.0041828155517578125,0.9995085000991821,good,1.0
654771557479045.jpg,654771557479045_1.png,crops/654771557479045_1.png,1360,577,102,95,0.941788,0.0025599797566731772,0.998137354850769,good,1.0
654771557479045.jpg,654771557479045_2.png,crops/654771557479045_2.png,1319,163,92,69,0.818121,0.001590410868326823,0.9997312426567078,good,1.0
654771557479045.jpg,654771557479045_3.png,crops/654771557479045_3.png,1354,386,95,76,0.461346,0.0019505818684895833,0.999657392501831,good,1.0
654771557479045.jpg,654771557479045_4.png,crops/654771557479045_4.png,1258,0,62,54,0.294647,0.0008115768432617188,0.9963833093643188,good,1.0
660305080076044.jpg,660305080076044_0.png,crops/660305080076044_0.png,773,783,170,119,0.830176,0.0045490264892578125,0.9994205236434937,good,1.0
660305080076044.jpg,660305080076044_1.png,crops/660305080076044_1.png,600,1245,191,159,0.628609,0.0072765350341796875,0.9972388744354248,good,1.0
660305080076044.jpg,660305080076044_2.png,crops/660305080076044_2.png,878,476,132,85,0.473783,0.002681732177734375,0.9970282912254333,good,1.0
660573913359470.jpg,660573913359470_0.png,crops/660573913359470_0.png,671,791,134,148,0.956413,0.004572550455729167,0.9991723299026489,good,1.0
660573913359470.jpg,660573913359470_1.png,crops/660573913359470_1.png,761,431,94,110,0.860314,0.0027456283569335938,0.9944726824760437,good,1.0
660573913359470.jpg,660573913359470_2.png,crops/660573913359470_2.png,507,1265,191,257,0.263483,0.009708404541015625,0.9949760437011719,good,1.0
663538716257869.jpg,663538716257869_0.png,crops/663538716257869_0.png,890,847,122,101,0.948496,0.0034275054931640625,0.9993917942047119,good,1.0
663538716257869.jpg,663538716257869_1.png,crops/663538716257869_1.png,871,534,96,81,0.920991,0.0023609797159830728,0.9988197684288025,good,1.0
663538716257869.jpg,663538716257869_2.png,crops/663538716257869_2.png,960,1297,146,177,0.858147,0.007350603739420573,0.9830326437950134,good,1.0
663538716257869.jpg,663538716257869_3.png,crops/663538716257869_3.png,869,290,84,67,0.827098,0.0015427271525065105,0.9998998641967773,good,1.0
663538716257869.jpg,663538716257869_4.png,crops/663538716257869_4.png,879,106,80,57,0.58663,0.0012620290120442708,0.9992413520812988,good,1.0
674119911765846.jpg,674119911765846_0.png,crops/674119911765846_0.png,951,425,161,229,0.889958,0.0076440175374348955,0.9999237060546875,good,1.0
676761521701065.jpg,676761521701065_0.png,crops/676761521701065_0.png,1087,388,76,97,0.807416,0.0017229715983072917,0.9999172687530518,good,1.0
676761521701065.jpg,676761521701065_1.png,crops/676761521701065_1.png,1061,700,90,138,0.80158,0.0030727386474609375,0.9993077516555786,good,1.0
677842244612224.jpg,677842244612224_0.png,crops/677842244612224_0.png,978,544,110,96,0.971922,0.0031277338663736978,0.9933874607086182,good,1.0
677842244612224.jpg,677842244612224_1.png,crops/677842244612224_1.png,982,733,131,111,0.953694,0.004107475280761719,0.9992972612380981,good,1.0
677842244612224.jpg,677842244612224_2.png,crops/677842244612224_2.png,994,974,155,154,0.933748,0.0065975189208984375,0.9986976385116577,good,1.0
677842244612224.jpg,677842244612224_3.png,crops/677842244612224_3.png,971,395,103,83,0.907948,0.0024989446004231772,0.9911224842071533,good,1.0
677842244612224.jpg,677842244612224_4.png,crops/677842244612224_4.png,958,276,93,68,0.840336,0.0018011728922526042,0.9992921352386475,good,1.0
677842244612224.jpg,677842244612224_5.png,crops/677842244612224_5.png,1024,1303,182,228,0.802527,0.011418342590332031,0.781748354434967,good,1.0
677842244612224.jpg,677842244612224_6.png,crops/677842244612224_6.png,954,183,83,55,0.597323,0.0012839635213216145,0.9967987537384033,good,1.0
682295677825521.jpg,682295677825521_0.png,crops/682295677825521_0.png,1034,922,90,117,0.91597,0.0029239654541015625,0.9995092153549194,good,1.0
682295677825521.jpg,682295677825521_1.png,crops/682295677825521_1.png,1023,732,85,101,0.889483,0.0022885004679361978,0.9998875856399536,good,1.0
682295677825521.jpg,682295677825521_2.png,crops/682295677825521_2.png,1042,428,76,79,0.581577,0.001544952392578125,0.999173104763031,good,1.0
682295677825521.jpg,682295677825521_3.png,crops/682295677825521_3.png,1036,1134,97,134,0.321304,0.0028041203816731772,0.9533637762069702,good,1.0
682295677825521.jpg,682295677825521_4.png,crops/682295677825521_4.png,1035,316,72,72,0.271906,0.0013647079467773438,0.9974104762077332,good,1.0
682295677825521.jpg,682295677825521_5.png,crops/682295677825521_5.png,1041,565,82,92,0.257631,0.0018301010131835938,0.9999547004699707,good,1.0
9443181895789054.jpg,9443181895789054_0.png,crops/9443181895789054_0.png,1052,245,132,235,0.936428,0.0070260365804036455,0.9995675683021545,good,1.0
9443181895789054.jpg,9443181895789054_1.png,crops/9443181895789054_1.png,998,0,118,167,0.375657,0.004552205403645833,0.9975228905677795,good,1.0
9489668311121272.jpg,9489668311121272_0.png,crops/9489668311121272_0.png,1127,650,109,105,0.958705,0.0031483968098958335,0.9992445707321167,good,1.0
9489668311121272.jpg,9489668311121272_1.png,crops/9489668311121272_1.png,1079,1095,138,179,0.913987,0.006552060445149739,0.9970991611480713,good,1.0
9489668311121272.jpg,9489668311121272_2.png,crops/9489668311121272_2.png,1151,370,104,85,0.912202,0.0022363662719726562,0.9998816251754761,good,1.0
9489668311121272.jpg,9489668311121272_3.png,crops/9489668311121272_3.png,1193,156,86,70,0.820962,0.0015417734781901042,0.9998210072517395,good,1.0
954494380100459.jpg,954494380100459_0.png,crops/954494380100459_0.png,1119,875,98,103,0.908881,0.0025501251220703125,0.9992560744285583,good,1.0
954494380100459.jpg,954494380100459_1.png,crops/954494380100459_1.png,1170,570,91,93,0.893464,0.0021200180053710938,0.9997665286064148,good,1.0
954494380100459.jpg,954494380100459_2.png,crops/954494380100459_2.png,1014,1275,113,127,0.864304,0.0034961700439453125,0.9993206262588501,good,1.0
954494380100459.jpg,954494380100459_3.png,crops/954494380100459_3.png,1194,333,84,85,0.735226,0.0018126169840494792,0.9990355968475342,good,1.0
975230138111369.jpg,975230138111369_0.png,crops/975230138111369_0.png,869,493,171,134,0.945789,0.0058320363362630205,0.9987447261810303,good,1.0
975230138111369.jpg,975230138111369_1.png,crops/975230138111369_1.png,979,171,112,58,0.85009,0.0016832351684570312,0.9993079900741577,good,1.0
991249872984441.jpg,991249872984441_0.png,crops/991249872984441_0.png,732,914,168,114,0.980057,0.004453341166178386,0.9962360262870789,good,1.0
991249872984441.jpg,991249872984441_1.png,crops/991249872984441_1.png,814,688,121,73,0.95057,0.002373377482096354,0.9997158646583557,good,1.0
991249872984441.jpg,991249872984441_2.png,crops/991249872984441_2.png,868,520,104,60,0.83947,0.001682281494140625,0.9947673082351685,good,1.0
991249872984441.jpg,991249872984441_3.png,crops/991249872984441_3.png,589,1271,222,187,0.838296,0.009133338928222656,0.9877304434776306,good,1.0
991249872984441.jpg,991249872984441_4.png,crops/991249872984441_4.png,898,403,100,48,0.405101,0.0011002222696940105,0.996455192565918,good,1.0
991249872984441.jpg,991249872984441_5.png,crops/991249872984441_5.png,931,316,79,36,0.32983,0.0007457733154296875,0.9961432814598083,good,1.0
10055726217791150.jpg,NONE,crops/10055726217791150_missing_0.png,1429,404,128,128,0.9,0.0,0.9905230402946472,missing,0.0
10055726217791150.jpg,NONE,crops/10055726217791150_missing_1.png,1889,106,128,128,0.9,0.0,0.9858769178390503,missing,0.0
10055726217791150.jpg,NONE,crops/10055726217791150_missing_2.png,597,1274,128,128,0.9,0.0,0.9525995850563049,missing,0.0
1030154205703040.jpg,NONE,crops/1030154205703040_missing_0.png,1226,736,128,128,0.9,0.0,0.9881569743156433,missing,0.0
1030154205703040.jpg,NONE,crops/1030154205703040_missing_1.png,1499,434,128,128,0.9,0.0,0.9906271696090698,missing,0.0
1030154205703040.jpg,NONE,crops/1030154205703040_missing_2.png,1363,423,128,128,0.9,0.0,0.9904701709747314,missing,0.0
1032781652058721.jpg,NONE,crops/1032781652058721_missing_0.png,1833,125,128,128,0.9,0.0,0.997270405292511,missing,0.0
1032781652058721.jpg,NONE,crops/1032781652058721_missing_1.png,1002,1093,128,128,0.9,0.0,0.9826149940490723,missing,0.0
1032781652058721.jpg,NONE,crops/1032781652058721_missing_2.png,794,1401,128,128,0.9,0.0,0.985990047454834,missing,0.0
1041048291205081.jpg,NONE,crops/1041048291205081_missing_0.png,10,1028,128,128,0.9,0.0,0.888155460357666,missing,0.0
1041048291205081.jpg,NONE,crops/1041048291205081_missing_1.png,1101,1086,128,128,0.9,0.0,0.9789517521858215,missing,0.0
1041048291205081.jpg,NONE,crops/1041048291205081_missing_2.png,973,590,128,128,0.9,0.0,0.915343701839447,missing,0.0
1179330957252734.jpg,NONE,crops/1179330957252734_missing_0.png,258,298,128,128,0.9,0.0,0.9945304989814758,missing,0.0
1179330957252734.jpg,NONE,crops/1179330957252734_missing_1.png,1602,724,128,128,0.9,0.0,0.9894646406173706,missing,0.0
1179330957252734.jpg,NONE,crops/1179330957252734_missing_2.png,1039,1207,128,128,0.9,0.0,0.9881382584571838,missing,0.0
1186661719589351.jpg,NONE,crops/1186661719589351_missing_0.png,768,518,128,128,0.9,0.0,0.9948451519012451,missing,0.0
1186661719589351.jpg,NONE,crops/1186661719589351_missing_1.png,444,724,128,128,0.9,0.0,0.9909934401512146,missing,0.0
1186661719589351.jpg,NONE,crops/1186661719589351_missing_2.png,409,1144,128,128,0.9,0.0,0.9945374131202698,missing,0.0
1192138709286760.jpg,NONE,crops/1192138709286760_missing_0.png,431,210,128,128,0.9,0.0,0.9929850697517395,missing,0.0
1192138709286760.jpg,NONE,crops/1192138709286760_missing_1.png,1526,175,128,128,0.9,0.0,0.9912006258964539,missing,0.0
1192138709286760.jpg,NONE,crops/1192138709286760_missing_2.png,183,508,128,128,0.9,0.0,0.9920979738235474,missing,0.0
1226998415454211.jpg,NONE,crops/1226998415454211_missing_0.png,1192,682,128,128,0.9,0.0,0.982512354850769,missing,0.0
1226998415454211.jpg,NONE,crops/1226998415454211_missing_1.png,169,977,128,128,0.9,0.0,0.9906349778175354,missing,0.0
1226998415454211.jpg,NONE,crops/1226998415454211_missing_2.png,219,512,128,128,0.9,0.0,0.9896939396858215,missing,0.0
1318779679355427.jpg,NONE,crops/1318779679355427_missing_0.png,1021,828,128,128,0.9,0.0,0.994617760181427,missing,0.0
1318779679355427.jpg,NONE,crops/1318779679355427_missing_1.png,422,981,128,128,0.9,0.0,0.985169529914856,missing,0.0
1318779679355427.jpg,NONE,crops/1318779679355427_missing_2.png,1326,1255,128,128,0.9,0.0,0.950547993183136,missing,0.0
1340626747210052.jpg,NONE,crops/1340626747210052_missing_0.png,1133,788,128,128,0.9,0.0,0.9919847846031189,missing,0.0
1340626747210052.jpg,NONE,crops/1340626747210052_missing_1.png,1790,879,128,128,0.9,0.0,0.9917531609535217,missing,0.0
1340626747210052.jpg,NONE,crops/1340626747210052_missing_2.png,971,423,128,128,0.9,0.0,0.946801483631134,missing,0.0
1431703188193804.jpg,NONE,crops/1431703188193804_missing_0.png,1084,954,128,128,0.9,0.0,0.9875539541244507,missing,0.0
1431703188193804.jpg,NONE,crops/1431703188193804_missing_1.png,1397,613,128,128,0.9,0.0,0.9780046343803406,missing,0.0
1431703188193804.jpg,NONE,crops/1431703188193804_missing_2.png,1629,1284,128,128,0.9,0.0,0.9842677712440491,missing,0.0
1554603221886241.jpg,NONE,crops/1554603221886241_missing_0.png,770,491,128,128,0.9,0.0,0.9909974336624146,missing,0.0
1554603221886241.jpg,NONE,crops/1554603221886241_missing_1.png,1777,983,128,128,0.9,0.0,0.9846922159194946,missing,0.0
1554603221886241.jpg,NONE,crops/1554603221886241_missing_2.png,124,279,128,128,0.9,0.0,0.9876335859298706,missing,0.0
1642670793034478.jpg,NONE,crops/1642670793034478_missing_0.png,285,593,128,128,0.9,0.0,0.9924829602241516,missing,0.0
1642670793034478.jpg,NONE,crops/1642670793034478_missing_1.png,1188,677,128,128,0.9,0.0,0.9909732341766357,missing,0.0
1642670793034478.jpg,NONE,crops/1642670793034478_missing_2.png,355,836,128,128,0.9,0.0,0.9887734055519104,missing,0.0
1737416363871481.jpg,NONE,crops/1737416363871481_missing_0.png,1110,92,128,128,0.9,0.0,0.9904540777206421,missing,0.0
1737416363871481.jpg,NONE,crops/1737416363871481_missing_1.png,617,796,128,128,0.9,0.0,0.989329993724823,missing,0.0
1737416363871481.jpg,NONE,crops/1737416363871481_missing_2.png,424,531,128,128,0.9,0.0,0.9965481162071228,missing,0.0
1744407946483178.jpg,NONE,crops/1744407946483178_missing_0.png,109,967,128,128,0.9,0.0,0.9950379729270935,missing,0.0
1744407946483178.jpg,NONE,crops/1744407946483178_missing_1.png,812,740,128,128,0.9,0.0,0.9888926148414612,missing,0.0
1744407946483178.jpg,NONE,crops/1744407946483178_missing_2.png,1339,1030,128,128,0.9,0.0,0.9828975796699524,missing,0.0
1747500402777430.jpg,NONE,crops/1747500402777430_missing_0.png,70,144,128,128,0.9,0.0,0.9922244548797607,missing,0.0
1747500402777430.jpg,NONE,crops/1747500402777430_missing_1.png,1678,525,128,128,0.9,0.0,0.9894178509712219,missing,0.0
1747500402777430.jpg,NONE,crops/1747500402777430_missing_2.png,1770,1359,128,128,0.9,0.0,0.9901446104049683,missing,0.0
1784127765854962.jpg,NONE,crops/1784127765854962_missing_0.png,1048,374,128,128,0.9,0.0,0.9944033622741699,missing,0.0
1784127765854962.jpg,NONE,crops/1784127765854962_missing_1.png,695,555,128,128,0.9,0.0,0.9957162737846375,missing,0.0
1784127765854962.jpg,NONE,crops/1784127765854962_missing_2.png,1147,1092,128,128,0.9,0.0,0.9874605536460876,missing,0.0
1787746655288333.jpg,NONE,crops/1787746655288333_missing_0.png,114,1217,128,128,0.9,0.0,0.9879845380783081,missing,0.0
1787746655288333.jpg,NONE,crops/1787746655288333_missing_1.png,1556,656,128,128,0.9,0.0,0.9795733690261841,missing,0.0
1787746655288333.jpg,NONE,crops/1787746655288333_missing_2.png,1475,1094,128,128,0.9,0.0,0.9496934413909912,missing,0.0
1795304764659609.jpg,NONE,crops/1795304764659609_missing_0.png,755,876,128,128,0.9,0.0,0.9748991131782532,missing,0.0
1795304764659609.jpg,NONE,crops/1795304764659609_missing_1.png,1158,1366,128,128,0.9,0.0,0.9796100854873657,missing,0.0
1795304764659609.jpg,NONE,crops/1795304764659609_missing_2.png,316,1250,128,128,0.9,0.0,0.9653734564781189,missing,0.0
1842143616623841.jpg,NONE,crops/1842143616623841_missing_0.png,36,1298,128,128,0.9,0.0,0.967605471611023,missing,0.0
1842143616623841.jpg,NONE,crops/1842143616623841_missing_1.png,722,520,128,128,0.9,0.0,0.992283046245575,missing,0.0
1842143616623841.jpg,NONE,crops/1842143616623841_missing_2.png,1414,254,128,128,0.9,0.0,0.9960404634475708,missing,0.0
2066255493881687.jpg,NONE,crops/2066255493881687_missing_0.png,598,443,128,128,0.9,0.0,0.9855167269706726,missing,0.0
2066255493881687.jpg,NONE,crops/2066255493881687_missing_1.png,1450,536,128,128,0.9,0.0,0.9740685224533081,missing,0.0
2066255493881687.jpg,NONE,crops/2066255493881687_missing_2.png,739,291,128,128,0.9,0.0,0.9765467643737793,missing,0.0
2087552525026812.jpg,NONE,crops/2087552525026812_missing_0.png,1919,252,128,128,0.9,0.0,0.9928508996963501,missing,0.0
2087552525026812.jpg,NONE,crops/2087552525026812_missing_1.png,1793,844,128,128,0.9,0.0,0.997481644153595,missing,0.0
2087552525026812.jpg,NONE,crops/2087552525026812_missing_2.png,857,969,128,128,0.9,0.0,0.9885501265525818,missing,0.0
3811530275824306.jpg,NONE,crops/3811530275824306_missing_0.png,758,947,128,128,0.9,0.0,0.989376425743103,missing,0.0
3811530275824306.jpg,NONE,crops/3811530275824306_missing_1.png,609,878,128,128,0.9,0.0,0.976715624332428,missing,0.0
3811530275824306.jpg,NONE,crops/3811530275824306_missing_2.png,316,109,128,128,0.9,0.0,0.9860553741455078,missing,0.0
4068127483423888.jpg,NONE,crops/4068127483423888_missing_0.png,1265,515,128,128,0.9,0.0,0.974700391292572,missing,0.0
4068127483423888.jpg,NONE,crops/4068127483423888_missing_1.png,1586,133,128,128,0.9,0.0,0.9954659938812256,missing,0.0
4068127483423888.jpg,NONE,crops/4068127483423888_missing_2.png,1219,1134,128,128,0.9,0.0,0.9922699928283691,missing,0.0
530409233441180.jpg,NONE,crops/530409233441180_missing_0.png,145,761,128,128,0.9,0.0,0.9945833086967468,missing,0.0
